Date,Close,Volume,Open,High,Low
2023-03-21,25.88,135145100,25.31,26.00,24.93
2023-03-20,24.83,164178000,24.43,24.9157,23.89
2023-03-17,24.57,201770300,24.93,25.51,24.10
2023-03-16,24.94,229016400,22.88,25.03,22.72
2023-03-15,23.11,274559400,22.17,23.22,21.83
2023-03-14,22.78,217162900,22.12,22.91,21.92
2023-03-13,21.33,329540700,20.47,22.15,20.13
2023-03-10,20.88,314857600,21.82,22.16,20.62
2023-03-09,21.78,196833700,23.11,23.71,21.59
2023-03-08,22.99,145492800,22.75,23.14,22.33
2023-03-07,22.68,176331500,23.555,23.78,22.5213
2023-03-06,23.56,151849900,23.76,24.48,23.50
2023-03-03,23.46,151676600,22.50,23.53,22.3847
2023-03-02,22.11,159492000,21.01,22.30,20.95
2023-03-01,21.59,154386900,22.06,22.21,21.37
2023-02-28,22.13,127315800,22.08,22.72,22.00
2023-02-27,22.24,138754400,22.48,22.80,22.10
2023-02-24,21.77,172781800,21.75,22.03,21.35
2023-02-23,22.93,179770000,23.185,23.23,21.95
2023-02-22,22.37,167338700,22.45,22.85,21.98
2023-02-21,22.35,150468800,23.10,23.45,22.29
2023-02-17,24.04,194902400,24.03,24.23,23.30
2023-02-16,24.57,194496500,24.83,25.87,24.53
2023-02-15,26.06,138652600,25.02,26.10,24.85
2023-02-14,25.49,255737200,24.535,25.74,24.05
2023-02-13,24.95,139869900,24.14,25.10,23.85
2023-02-10,23.82,183931700,23.76,24.26,23.22
2023-02-09,24.32,197598400,26.05,26.09,23.93
2023-02-08,24.99,181257200,26.05,26.30,24.81
2023-02-07,26.41,259894600,24.83,26.69,24.5412
2023-02-06,24.87,161816200,24.845,25.45,24.52
2023-02-03,25.52,267404200,25.21,27.14,25.11
2023-02-02,26.91,267885100,25.955,27.45,25.75
2023-02-01,24.39,271638800,22.86,24.95,22.36
2023-01-31,22.91,158256900,21.94,22.92,21.90
2023-01-30,21.93,173908000,22.55,22.90,21.85
2023-01-27,23.33,188411100,22.36,23.82,22.33
2023-01-26,22.68,203418900,22.22,22.7199,21.60
2023-01-25,21.44,218083600,20.56,21.59,19.98
2023-01-24,21.60,145006500,21.36,21.8671,21.24
2023-01-23,21.73,194042100,20.55,22.00,20.38
2023-01-20,20.39,161325200,19.175,20.45,18.9601
2023-01-19,18.85,166370700,19.07,19.31,18.58
2023-01-18,19.46,186650100,20.575,20.905,19.39
2023-01-17,20.21,139757900,20.06,20.51,19.81
2023-01-13,20.10,159783000,19.17,20.17,19.10
2023-01-12,19.71,280926300,19.515,19.92,18.59
2023-01-11,19.41,151275000,18.685,19.435,18.52
2023-01-10,18.49,164361500,17.815,18.49,17.70
2023-01-09,18.01,186021400,18.08,18.96,17.8901
2023-01-06,17.64,233447600,16.65,17.90,16.10
2023-01-05,16.36,181252000,16.81,16.85,16.28
2023-01-04,17.17,217636400,17.325,17.49,16.54
2023-01-03,16.91,179925900,17.74,18.0395,16.47
2022-12-30,17.30,150970600,16.76,17.30,16.50
2022-12-29,17.30,153054900,16.67,17.50,16.5301
2022-12-28,16.16,182434600,16.75,17.1955,16.10
2022-12-27,16.84,131600300,17.46,17.48,16.72
2022-12-23,17.59,165067300,17.21,17.72,16.83
2022-12-22,17.54,230450200,18.23,18.245,16.58
2022-12-21,18.98,163187300,18.41,19.25,18.2301
2022-12-20,18.19,172881200,18.00,18.56,17.67
2022-12-19,18.27,155266500,19.10,19.1299,17.98
2022-12-16,19.06,175642100,19.48,19.8091,18.71
2022-12-15,19.64,214026600,20.86,21.0298,19.35
2022-12-14,21.80,289455500,22.21,22.99,21.08
2022-12-13,22.33,347692800,24.175,24.23,21.72
2022-12-12,21.65,112827500,20.91,21.66,20.67
2022-12-09,20.89,177003900,21.05,21.69,20.77
2022-12-08,21.30,188920100,20.87,21.50,20.39
2022-12-07,20.57,173667900,20.56,21.03,20.18
2022-12-06,20.82,169900500,22.18,22.21,20.50
2022-12-05,22.23,150990000,22.88,23.20,21.86
2022-12-02,23.41,181655000,22.445,23.63,22.39
2022-12-01,23.69,205503600,23.70,24.17,23.01
2022-11-30,23.56,272734900,20.85,23.65,20.65
2022-11-29,20.77,137902700,21.32,21.42,20.47
2022-11-28,21.28,132142700,21.80,22.27,21.06
2022-11-25,22.26,67376500,22.34,22.50,22.15
2022-11-23,22.73,178783500,22.05,22.87,22.01
2022-11-22,22.07,146238600,21.33,22.10,20.83
2022-11-21,21.18,144111300,21.52,21.80,20.97
2022-11-18,21.84,194788500,22.56,22.58,21.28
2022-11-17,21.86,213462200,20.95,22.2097,20.91
2022-11-16,22.03,191679400,22.50,22.58,21.82
2022-11-15,22.96,318265700,23.645,23.95,22.18
2022-11-14,22.07,214225900,22.17,22.96,21.82
2022-11-11,22.67,307134200,21.43,22.83,21.12
2022-11-10,21.45,328442400,20.15,21.54,19.70
2022-11-09,17.60,215569100,18.53,18.70,17.53
2022-11-08,18.92,296056300,18.85,19.62,18.09
2022-11-07,18.52,200943400,18.16,18.64,17.71
2022-11-04,17.95,382370200,18.13,18.35,16.85
2022-11-03,17.15,212231800,17.645,17.95,17.04
2022-11-02,18.20,331476300,20.28,20.98,18.181
2022-11-01,20.30,215232400,21.74,21.8699,20.21
2022-10-31,20.95,209561100,21.175,21.365,20.49
2022-10-28,21.70,255388600,19.75,21.81,19.71
2022-10-27,19.90,256629400,20.79,21.12,19.77
2022-10-26,21.06,282519800,21.18,22.50,20.93
2022-10-25,22.55,238399800,21.475,22.64,21.47
2022-10-24,21.27,274622000,20.63,21.47,19.80
2022-10-21,20.57,313729000,18.98,20.69,18.725
2022-10-20,19.21,264851500,19.33,20.4667,18.96
2022-10-19,19.54,259851100,19.41,20.24,19.01
2022-10-18,19.78,346276900,20.865,21.00,19.17
2022-10-17,19.30,230025400,18.805,19.50,18.80
2022-10-14,17.57,335066300,19.85,19.98,17.46
2022-10-13,19.31,414753600,16.515,19.62,16.32
2022-10-12,18.10,200741900,18.23,18.64,17.93
2022-10-11,18.14,264873500,18.52,19.14,17.74
2022-10-10,18.89,206499800,19.515,19.61,18.30
2022-10-07,19.50,250972600,20.88,20.91,19.16
2022-10-06,22.01,237543600,22.30,23.06,21.92
2022-10-05,22.58,229199500,21.665,23.00,21.01
2022-10-04,22.58,231661800,21.895,22.765,21.89
2022-10-03,20.66,223611300,19.705,21.01,19.36
2022-09-30,19.32,256598800,20.155,21.09,19.28
2022-09-29,20.39,270097800,21.305,21.39,19.62
2022-09-28,22.27,256019500,21.03,22.59,20.68
2022-09-27,21.04,271960600,21.815,22.35,20.50
2022-09-26,21.02,245303900,21.16,22.21,20.83
2022-09-23,21.31,280652000,21.795,21.86,20.45
2022-09-22,22.38,215542000,22.85,23.11,22.07
2022-09-21,23.24,295557600,24.81,25.92,23.23
2022-09-20,24.59,161059300,24.53,25.19,23.98
2022-09-19,25.19,151346300,23.94,25.23,23.92
2022-09-16,24.60,196071800,24.21,24.73,23.67
2022-09-15,25.09,196865300,25.88,26.55,24.65
2022-09-14,26.42,154645900,26.125,26.67,25.64
2022-09-13,25.84,195648300,28.24,28.61,25.56
2022-09-12,30.93,136570600,30.30,31.03,30.19
2022-09-09,29.84,149367900,28.68,30.02,28.66
2022-09-08,28.06,205399900,27.03,28.415,26.64
2022-09-07,27.61,165784800,26.18,27.90,26.11
2022-09-06,26.07,180541700,26.76,27.0199,25.46
2022-09-02,26.68,227231500,28.64,29.04,26.17
2022-09-01,27.84,198660200,27.08,27.93,26.02
2022-08-31,27.81,170515300,29.155,29.40,27.7729
2022-08-30,28.33,163507400,29.79,29.95,27.56
2022-08-29,29.31,124220500,29.35,30.12,28.9588
2022-08-26,30.24,183138300,34.345,34.74,30.20
2022-08-25,34.43,111026300,33.28,34.44,32.94
2022-08-24,32.71,93502800,32.30,33.30,32.105
2022-08-23,32.46,109754900,32.431,33.35,32.20
2022-08-22,32.57,112487700,33.89,33.97,32.26
2022-08-19,35.35,112128300,36.48,36.7002,35.065
2022-08-18,37.55,96070430,37.26,37.96,36.69
2022-08-17,37.30,131419200,37.51,38.3278,36.55
2022-08-16,38.64,110377900,38.56,39.38,37.53
2022-08-15,38.89,98154220,37.65,39.08,37.64
2022-08-12,37.98,105593500,36.60,38.05,36.235
2022-08-11,35.95,136680500,37.33,38.02,35.67
2022-08-10,36.50,135777200,36.135,36.64,35.31
2022-08-09,33.73,109203000,34.28,34.37,33.19
2022-08-08,34.93,134380400,35.60,36.83,34.435
2022-08-05,35.29,141949300,34.43,35.98,34.15
2022-08-04,36.15,126783600,35.69,36.265,34.96
2022-08-03,35.64,147106900,33.55,35.95,33.31
2022-08-02,33.00,162687500,32.54,34.3499,32.21
2022-08-01,33.31,142641500,32.78,34.42,32.4399
2022-07-29,33.36,146073200,32.13,33.65,31.6702
2022-07-28,31.62,162035900,30.675,31.82,29.52
2022-07-27,30.74,170959500,28.60,31.25,28.43
2022-07-26,27.33,115877800,28.49,28.57,27.05
2022-07-25,29.09,110448800,29.53,29.67,28.41
2022-07-22,29.53,149400400,30.88,31.53,28.95
2022-07-21,31.16,159690900,30.01,31.175,29.22
2022-07-20,29.89,188563100,28.66,30.25,28.44
2022-07-19,28.46,149321700,27.15,28.62,26.6907
2022-07-18,26.17,159950200,27.61,28.00,25.82
2022-07-15,26.79,154380200,26.27,26.85,25.81
2022-07-14,25.45,175823500,24.465,25.68,23.62
2022-07-13,25.19,180575500,23.84,25.83,23.69
2022-07-12,25.35,159616500,26.44,26.98,24.9099
2022-07-11,26.11,129224100,27.20,27.27,25.86
2022-07-08,27.89,159729200,26.99,28.31,26.71
2022-07-07,27.76,137866300,26.38,28.00,26.37
2022-07-06,26.14,206122900,25.77,26.72,25.28
2022-07-05,25.65,220554000,23.41,25.68,23.00
2022-07-01,24.39,208600400,23.60,24.50,23.10
2022-06-30,24.00,256203900,24.06,24.89,22.75
2022-06-29,24.88,190091100,24.78,25.2899,24.10
2022-06-28,24.83,188120400,27.46,28.21,24.76
2022-06-27,27.32,169131000,28.35,28.50,27.00
2022-06-24,27.98,151817500,26.112,28.04,26.0501
2022-06-23,25.33,182686400,24.94,25.57,24.17
2022-06-22,24.29,194486800,23.71,25.45,23.55
2022-06-21,24.38,159204100,23.815,24.98,23.78
2022-06-17,22.67,220590500,22.07,23.28,21.65
2022-06-16,21.86,212142200,22.99,23.12,21.32
2022-06-15,24.90,274911500,24.06,25.92,23.34
2022-06-14,23.23,196600500,23.64,23.87,22.52
2022-06-13,23.08,213365700,24.27,24.98,22.82
2022-06-10,26.79,171676100,28.255,28.62,26.67
2022-06-09,29.99,137979700,32.07,33.06,29.932
2022-06-08,32.65,112853000,33.075,33.94,32.33
2022-06-07,33.33,137443300,31.42,33.595,31.05
2022-06-06,32.54,150479300,33.615,34.13,32.00
2022-06-03,32.14,162361900,33.14,33.63,31.76
2022-06-02,34.90,168430700,31.92,34.98,31.45
2022-06-01,32.28,199447100,33.71,34.43,31.55
2022-05-31,33.05,184579300,33.30,34.00,31.7312
2022-05-27,33.29,157517900,31.295,33.3392,31.27
2022-05-26,30.32,168565800,27.76,30.78,27.68
2022-05-25,27.98,180641900,26.44,28.60,26.385
2022-05-24,26.90,183244300,27.145,27.36,25.425
2022-05-23,28.69,170520300,27.65,28.83,26.96
2022-05-20,27.34,229055600,28.65,28.8399,24.93
2022-05-19,27.58,196007800,27.54,29.02,27.04
2022-05-18,28.15,164052600,31.46,31.69,27.69
2022-05-17,32.96,153990700,32.43,33.08,31.2395
2022-05-16,30.65,159194000,31.13,31.78,30.18
2022-05-13,31.63,197974000,29.85,32.00,29.38
2022-05-12,28.53,295496500,27.43,29.89,26.69
2022-05-11,28.76,264765900,30.85,32.60,28.47
2022-05-10,31.57,231789800,32.715,33.08,30.28
2022-05-09,30.52,210209900,32.56,33.42,30.01
2022-05-06,34.61,233397200,35.09,36.53,33.10
2022-05-05,35.86,227776300,40.50,40.51,34.52
2022-05-04,42.14,219403400,38.49,42.45,36.53
2022-05-03,38.34,142782800,38.19,39.1694,37.30
2022-05-02,38.25,155952800,36.25,38.28,35.13
2022-04-29,36.53,160058400,40.39,41.769,36.20
2022-04-28,42.06,172349200,39.825,42.73,38.28
2022-04-27,38.04,158349300,38.17,40.22,37.37
2022-04-26,38.21,166131600,42.22,42.29,38.10
2022-04-25,43.05,166439400,40.81,43.16,40.31
2022-04-22,41.51,124412400,45.05,45.57,41.28
2022-04-21,45.09,134313200,49.64,50.77,44.59
2022-04-20,47.90,107814700,50.57,50.74,47.44
2022-04-19,50.16,86186330,46.73,50.4199,46.31
2022-04-18,47.13,87762700,46.47,48.01,45.82
2022-04-14,47.00,83921770,50.42,50.65,46.8305
2022-04-13,50.39,95042310,47.66,50.835,47.33
2022-04-12,47.54,123964100,50.16,50.975,46.89
2022-04-11,48.16,92957250,49.83,50.27,47.95
2022-04-08,51.84,102091200,53.22,53.59,51.50
2022-04-07,54.05,114827000,53.23,55.0889,51.58
2022-04-06,53.70,148429900,54.82,55.3688,52.40
2022-04-05,57.48,86048820,60.82,61.16,56.86
2022-04-04,61.55,68757520,58.38,61.55,58.23
2022-04-01,57.93,88081310,58.43,58.815,56.40
2022-03-31,58.18,84049430,60.64,60.83,57.90
2022-03-30,60.69,83909410,61.68,62.54,59.80
2022-03-29,62.57,102006700,61.52,62.96,60.14
2022-03-28,59.52,91703720,56.92,59.61,56.33
2022-03-25,56.93,99394690,57.04,57.5612,54.85
2022-03-24,57.02,85575250,54.43,57.09,53.41
2022-03-23,53.55,102749700,54.56,56.2693,53.50
2022-03-22,55.91,93344630,53.07,56.34,52.87
2022-03-21,52.79,110547300,52.86,53.925,50.77
2022-03-18,53.17,100784800,49.46,53.41,48.9305
2022-03-17,50.06,96030780,47.59,50.19,47.0399
2022-03-16,48.44,163087500,45.16,48.48,43.69
2022-03-15,43.55,105703600,40.87,43.8899,40.235
2022-03-14,39.86,123132600,41.81,43.13,39.56
2022-03-11,42.34,98907430,46.34,46.47,42.09
2022-03-10,45.14,112787400,44.90,45.62,43.1904
2022-03-09,46.64,109537100,45.40,47.20,44.35
2022-03-08,42.13,177968000,42.39,46.00,40.77
2022-03-07,42.72,124876300,48.045,48.5401,42.63
2022-03-04,48.09,115911500,49.165,49.80,47.00
2022-03-03,50.24,111944300,53.75,53.78,49.37
2022-03-02,52.43,109747900,50.67,53.05,49.42
2022-03-01,50.04,124072500,51.92,52.97,48.85
2022-02-28,52.46,121700500,50.455,53.185,49.9206
2022-02-25,51.91,119186100,49.995,52.005,48.25
2022-02-24,49.56,194867400,40.76,49.85,40.61
2022-02-23,45.14,130460200,50.24,50.63,44.97
2022-02-22,48.88,131438100,49.04,51.50,47.205
2022-02-18,50.44,113082700,52.59,52.7891,49.31
2022-02-17,52.21,78835650,55.64,56.05,51.97
2022-02-16,57.29,93090520,56.27,57.7999,54.70
2022-02-15,57.30,82085590,55.83,57.44,55.35
2022-02-14,53.43,95062530,52.90,54.97,51.70
2022-02-11,53.28,134255600,58.78,59.55,52.555
2022-02-10,58.82,127143300,59.31,62.91,57.80
2022-02-09,63.00,75537700,61.56,63.08,60.76
2022-02-08,59.32,79296610,56.80,59.8255,56.23
2022-02-07,57.37,76956120,59.07,60.27,56.72
2022-02-04,58.70,96534410,56.87,60.41,55.89
2022-02-03,56.74,105575000,59.32,61.07,56.12
2022-02-02,64.50,100815200,65.22,65.3697,62.35
2022-02-01,63.01,101845800,62.42,63.35,59.73
2022-01-31,61.83,113751100,57.045,62.0599,56.22
2022-01-28,56.37,167016200,52.40,56.46,50.10
2022-01-27,51.56,161764100,55.40,56.24,51.04
2022-01-26,53.15,207838100,56.99,58.85,51.37
2022-01-25,53.25,173749000,54.15,56.31,51.75
2022-01-24,57.49,255904600,53.845,57.75,48.17
2022-01-21,56.67,171027300,60.62,62.025,56.50
2022-01-20,61.88,86098530,66.02,68.18,61.50
2022-01-19,64.37,91642200,67.36,68.71,64.16
2022-01-18,66.69,78170870,68.485,69.72,66.06
2022-01-14,71.87,89225820,69.09,72.065,69.00
2022-01-13,70.80,86765910,77.13,77.55,70.02
2022-01-12,76.34,138371180,76.985,77.965,74.94
2022-01-11,75.48,154326820,71.715,75.515,70.52
2022-01-10,72.30,179217400,69.175,72.47,66.05
2022-01-07,72.035,142713480,74.45,75.47,71.00
2022-01-06,74.47,154226580,73.515,76.405,72.21
2022-01-05,74.675,133245240,81.19,81.86,74.5012
2022-01-04,82.24,106648120,85.915,85.945,80.195
2022-01-03,85.565,76505160,83.915,85.72,82.56
2021-12-31,83.165,60248560,84.315,85.20,82.855
2021-12-30,84.74,56635820,85.385,86.8275,84.385
2021-12-29,85.54,57747340,85.655,86.495,83.9755
2021-12-28,85.675,72412520,87.38,87.49,85.015
2021-12-27,86.695,62981640,83.545,86.765,83.50
2021-12-23,82.74,65654120,81.085,83.645,80.985
2021-12-22,80.82,88611360,77.79,81.00,77.4116
2021-12-21,78.035,109562440,75.08,78.2245,72.855
2021-12-20,73.145,120932940,72.51,73.625,71.2501
2021-12-17,75.40,150136080,74.415,77.895,73.50
2021-12-16,76.57,148109900,83.505,83.81,75.475
2021-12-15,82.895,134530600,77.48,83.1345,75.015
2021-12-14,77.75,115466760,77.06,78.78,74.915
2021-12-13,80.135,89572600,83.735,83.945,79.89
2021-12-10,83.735,101537700,82.885,83.915,80.89
2021-12-09,81.22,106400960,84.075,85.255,81.00
2021-12-08,84.885,102621740,83.945,85.00,82.735
2021-12-07,83.72,135289200,80.885,84.14,80.87
2021-12-06,76.795,152413960,75.295,77.64,72.765
2021-12-03,75.04,240286800,80.00,80.64,72.465
2021-12-02,79.01,198216460,76.71,80.2595,75.825
2021-12-01,77.55,152057600,84.43,85.81,77.235
2021-11-30,81.745,151293000,84.84,86.395,80.355
2021-11-29,85.415,79465940,83.10,86.08,82.665
2021-11-26,80.42,88841140,83.39,84.32,79.36
2021-11-24,85.115,99120800,82.655,85.28,81.165
2021-11-23,84.335,113012700,84.725,86.085,81.395
2021-11-22,85.50,89522400,89.645,91.68,85.43
2021-11-19,88.57,64607160,88.215,89.4351,87.66
2021-11-18,87.095,86841680,85.84,87.45,84.385
2021-11-17,84.51,57967940,84.605,85.8425,83.895
2021-11-16,84.41,51590800,82.145,84.7041,82.03
2021-11-15,82.70,69729100,83.455,83.655,81.045
2021-11-12,82.725,63820400,80.905,83.035,79.875
2021-11-11,80.18,57719040,81.375,81.495,79.95
2021-11-10,79.535,96976720,81.36,83.20,78.25
2021-11-09,83.18,88118820,85.625,85.8974,82.285
2021-11-08,84.93,56459820,85.25,85.95,84.53
2021-11-05,85.28,85252720,86.23,86.83,84.365
2021-11-04,84.965,80439720,82.715,85.6739,82.365
2021-11-03,81.91,72605220,79.67,82.16,79.035
2021-11-02,79.39,60085620,78.0125,79.685,77.98
2021-11-01,78.345,65022740,77.90,78.465,76.59
2021-10-29,77.58,67257160,74.595,77.70,74.39
2021-10-28,76.45,65368760,75.155,76.625,74.70
2021-10-27,74.02,72533920,73.78,75.86,73.63
2021-10-26,73.44,83987780,74.16,75.5975,72.825
2021-10-25,72.76,59475720,71.494,73.365,70.36
2021-10-22,70.64,70124160,71.735,72.33,69.68
2021-10-21,72.475,46050160,70.7175,72.605,70.565
2021-10-20,71.20,59354860,71.745,72.11,70.34
2021-10-19,71.425,53225360,70.52,71.515,70.14
2021-10-18,69.89,50438260,67.125,70.01,66.79
2021-10-15,67.855,51429060,67.30,67.925,66.71
2021-10-14,66.62,60874920,65.055,66.725,64.70
2021-10-13,63.135,70460680,62.89,63.475,61.80
2021-10-12,61.69,87201740,63.085,63.31,61.305
2021-10-11,62.325,68107660,62.93,64.845,62.2675
2021-10-08,63.74,78566080,65.335,65.461,63.485
2021-10-07,64.735,75407560,64.6625,66.17,64.365
2021-10-06,63.03,117495380,60.13,63.16,59.63
2021-10-05,61.81,81306420,59.985,63.00,59.8605
2021-10-04,59.52,128617940,62.55,62.7435,58.235
2021-10-01,63.42,104353980,62.625,64.0049,60.42
2021-09-30,62.285,117312020,63.89,64.77,62.04
2021-09-29,62.995,97530600,63.98,65.145,62.65
2021-09-28,63.415,148822900,66.57,66.945,63.035
2021-09-27,69.185,78355460,69.105,69.70,67.70
2021-09-24,70.895,54775200,69.36,71.125,69.15
2021-09-23,70.695,69369580,69.455,71.285,69.085
2021-09-22,68.785,87669420,67.43,69.615,66.805
2021-09-21,66.83,71700640,67.69,68.375,66.295
2021-09-20,66.745,121913640,67.71,68.73,64.00
2021-09-17,71.12,77325180,73.45,73.465,70.48
2021-09-16,73.725,52615420,72.775,74.0649,71.62
2021-09-15,73.58,55892620,72.245,73.78,70.8825
2021-09-14,71.985,59629160,73.475,73.93,71.41
2021-09-13,72.61,77774680,74.145,74.39,71.38
2021-09-10,72.775,69217740,75.50,75.925,72.555
2021-09-09,74.45,55286760,75.365,76.05,74.295
2021-09-08,75.255,63423020,75.905,75.925,73.855
2021-09-07,76.035,45185340,75.775,76.44,75.08
2021-09-03,75.725,46647400,74.35,75.97,74.33
2021-09-02,75.05,47649420,75.975,76.17,74.30
2021-09-01,75.155,47783960,75.415,76.41,75.035
2021-08-31,74.745,45897940,75.11,75.15,73.845
2021-08-30,74.955,45635200,73.00,75.26,72.975
2021-08-27,72.55,46159920,70.845,72.80,70.57
2021-08-26,70.49,53502480,71.335,71.755,70.22
2021-08-25,71.705,38063520,71.745,72.20,71.315
2021-08-24,71.625,36343480,71.305,71.97,71.035
2021-08-23,70.925,48266120,68.515,71.35,68.50
2021-08-20,67.90,62541140,66.475,68.135,66.29
2021-08-19,65.865,81623820,63.87,66.80,63.725
2021-08-18,64.94,65042360,66.55,67.36,64.755
2021-08-17,66.885,83197580,67.105,67.675,65.485
2021-08-16,68.69,61320780,67.97,68.715,65.7476
2021-08-13,68.57,36644700,68.09,68.805,67.815
2021-08-12,67.89,39810100,66.905,68.10,66.12
2021-08-11,67.19,46593960,68.25,68.525,66.42
2021-08-10,67.555,53081220,68.885,69.055,66.8575
2021-08-09,68.58,34210900,68.455,68.89,67.84
2021-08-06,68.215,43152980,68.395,68.965,67.5775
2021-08-05,69.115,38670260,68.28,69.24,67.90
2021-08-04,67.84,48428480,67.545,68.38,66.90
2021-08-03,67.505,63417820,66.72,67.60,64.925
2021-08-02,66.35,54559900,67.27,67.595,66.01
2021-07-30,66.37,56559380,65.175,66.675,65.135
2021-07-29,67.38,44319240,66.74,68.06,66.7325
2021-07-28,67.05,71970140,66.93,67.93,65.635
2021-07-27,66.325,89391060,68.415,68.415,63.915
2021-07-26,68.565,42988820,68.01,68.785,67.52
2021-07-23,68.28,51949220,66.85,68.555,66.1475
2021-07-22,66.085,47478700,64.925,66.10,64.9176
2021-07-21,64.725,40881680,63.155,64.795,63.00
2021-07-20,63.28,60772340,61.72,64.15,60.775
2021-07-19,61.26,101143200,60.905,61.50,59.835
2021-07-16,62.765,63701440,64.8275,65.355,62.585
2021-07-15,64.345,68596480,65.705,65.79,63.23
2021-07-14,65.705,68021340,66.68,67.04,65.275
2021-07-13,65.35,59725000,65.19,67.0337,64.905
2021-07-12,65.385,43563100,65.40,65.6445,64.5292
2021-07-09,64.575,46437760,63.14,64.90,62.815
2021-07-08,63.50,76262140,61.8425,63.93,61.12
2021-07-07,64.62,57637740,65.45,65.61,63.55
2021-07-06,64.21,54799780,63.725,64.38,62.25
2021-07-02,63.36,46751000,62.32,63.575,62.19
2021-07-01,61.28,41917480,61.04,61.5699,60.325
2021-06-30,61.25,40273300,61.445,61.65,60.925
2021-06-29,61.52,37279940,60.78,61.538,60.335
2021-06-28,60.835,44393860,59.385,60.94,59.37
2021-06-25,58.755,43496560,59.245,59.375,58.425
2021-06-24,58.94,46836240,58.87,59.745,58.595
2021-06-23,57.875,46998460,57.785,58.48,57.4625
2021-06-22,57.775,51789360,56.155,58.025,55.985
2021-06-21,56.205,53854280,55.315,56.40,54.195
2021-06-18,55.195,71447260,55.705,56.289,54.84
2021-06-17,56.545,72161780,53.98,57.04,53.965
2021-06-16,54.51,78889000,55.31,55.8351,52.76
2021-06-15,55.10,45054080,56.01,56.17,54.73
2021-06-14,56.14,45411580,54.82,56.185,54.25
2021-06-11,54.61,34169360,54.21,54.62,53.88
2021-06-10,54.18,58603440,52.715,54.25,52.50
2021-06-09,52.57,38901820,53.18,53.56,52.465
2021-06-08,52.51,46472240,53.29,53.71,51.7125
2021-06-07,52.45,31096540,51.715,52.4825,51.407
2021-06-04,51.99,45587600,50.315,52.1949,50.265
2021-06-03,49.455,60516060,49.745,50.335,48.6875
2021-06-02,51.06,41589320,50.975,51.485,50.265
2021-06-01,50.795,51931760,51.925,52.15,50.1425
2021-05-28,51.295,40928560,51.39,52.0475,51.15
2021-05-27,50.80,41608420,51.185,51.58,50.72
2021-05-26,51.40,39017460,51.18,51.6193,50.86
2021-05-25,50.885,53364420,51.374,51.72,50.315
2021-05-24,50.64,46090840,49.275,51.17,49.11
2021-05-21,48.225,64066640,49.77,49.966,48.055
2021-05-20,49.035,69613220,47.035,49.43,46.915
2021-05-19,46.355,95944860,43.825,46.495,43.665
2021-05-18,46.185,65841980,47.605,48.14,46.095
2021-05-17,47.175,69012120,47.255,47.5799,45.865
2021-05-14,47.985,72131680,46.44,48.445,46.21
2021-05-13,45.055,104301020,45.30,46.3351,44.0352
2021-05-12,44.125,118079020,45.51,46.575,43.66
2021-05-11,47.76,114403440,45.295,48.12,45.00
2021-05-10,48.00,92107480,51.245,51.33,47.88
2021-05-07,51.90,79353380,51.985,53.0375,51.3855
2021-05-06,50.66,84831640,49.435,50.74,48.395
2021-05-05,49.575,68214580,51.02,51.425,49.20
2021-05-04,50.16,105616920,51.725,51.845,48.225
2021-05-03,52.95,67111060,54.38,54.745,52.715
2021-04-30,53.83,59220180,53.645,54.90,53.345
2021-04-29,54.86,74062200,55.93,56.115,53.29
2021-04-28,54.315,59475000,54.695,55.20,53.9851
2021-04-27,54.88,59656300,55.735,55.835,54.385
2021-04-26,55.61,49988320,54.655,55.735,54.275
2021-04-23,54.53,53941860,52.86,55.16,52.86
2021-04-22,52.55,87424120,54.335,54.815,51.97
2021-04-21,54.535,55528580,52.50,54.615,52.01
2021-04-20,53.19,79141880,54.025,54.66,52.195
2021-04-19,54.38,79584100,55.075,55.685,53.375
2021-04-16,55.905,58743960,55.955,55.995,54.95
2021-04-15,55.67,60399040,54.685,55.885,54.62
2021-04-14,53.315,80613720,55.395,55.465,52.88
2021-04-13,55.255,57511020,54.19,55.50,54.06
2021-04-12,53.425,54815980,53.15,53.62,52.49
2021-04-09,53.635,64719100,52.01,53.73,51.66
2021-04-08,52.68,56809660,52.46,52.77,52.05
2021-04-07,51.085,49493520,50.515,51.49,50.05
2021-04-06,50.71,60303420,50.68,51.64,50.355
2021-04-05,50.83,65269860,49.105,51.19,48.9857
2021-04-01,47.95,72543660,47.3175,48.015,47.21
2021-03-31,45.63,80984340,44.395,46.30,44.255
2021-03-30,43.67,74174880,43.475,43.895,42.48
2021-03-29,44.30,95294580,44.12,44.77,42.86
2021-03-26,44.325,107530240,42.36,44.485,41.765
2021-03-25,42.45,119937200,41.91,43.09,40.825
2021-03-24,42.68,95241860,45.545,45.56,42.625
2021-03-23,44.95,93890380,46.025,46.615,44.585
2021-03-22,45.545,70550580,44.145,46.435,44.145
2021-03-19,43.24,96643280,42.625,43.775,41.70
2021-03-18,42.695,114754900,44.805,45.25,42.475
2021-03-17,47.01,98185300,45.06,47.865,44.305
2021-03-16,46.425,84385120,46.67,47.995,45.80
2021-03-15,45.675,63669760,44.405,45.755,43.69
2021-03-12,44.26,83294960,43.585,44.335,42.535
2021-03-11,45.39,79467860,44.51,46.13,44.07
2021-03-10,42.445,101685620,44.63,44.75,42.155
2021-03-09,42.81,86714540,41.2335,43.575,40.965
